8.97828e-11	0
1.00401e-10	1
2.06766e-10	2
2.35642e-10	3
3.44068e-10	4
4.89076e-10	5
5.28395e-10	6
8.81162e-10	7
9.11228e-10	8
9.36669e-10	9
9.59965e-10	10
1.09817e-09	11
1.12166e-09	12
1.56297e-09	13
1.95505e-09	14
2.08118e-09	15
2.35086e-09	16
2.96757e-09	17
3.39232e-09	18
3.70328e-09	18
5.79506e-09	18
1.72166e-08	18
2.02369e-08	19
2.06446e-08	19
2.16982e-08	19
2.35176e-08	19
2.47843e-08	19
2.54267e-08	19
3.50054e-08	19
3.95633e-08	19
4.30238e-08	19
4.40715e-08	19
4.51908e-08	19
5.41519e-08	19
5.93641e-08	19
6.077e-08	19
6.09709e-08	19
6.16321e-08	19
6.2575e-08	19
6.56151e-08	19
6.7276e-08	19
7.37186e-08	19
7.57655e-08	19
7.64586e-08	19
7.75183e-08	19
7.76106e-08	19
8.42265e-08	19
8.47375e-08	19
9.26387e-08	19
9.58687e-08	19
1.02822e-07	19
1.04102e-07	19
1.05526e-07	19
1.09582e-07	19
1.10855e-07	19
1.14573e-07	19
1.15929e-07	19
1.17101e-07	19
1.20551e-07	19
1.20666e-07	19
1.2087e-07	19
1.21426e-07	19
1.21809e-07	19
1.32668e-07	19
1.34759e-07	19
1.36257e-07	19
1.36767e-07	19
1.39242e-07	19
1.46465e-07	19
1.54971e-07	19
1.55043e-07	19
1.55331e-07	19
1.55359e-07	19
1.56629e-07	19
1.5872e-07	19
1.59786e-07	19
1.639e-07	19
1.76343e-07	19
1.81182e-07	19
1.85804e-07	19
1.87068e-07	19
1.87211e-07	19
1.89863e-07	19
1.93951e-07	19
2.00183e-07	19
2.03781e-07	19
2.09472e-07	19
2.09779e-07	19
2.10658e-07	19
2.14448e-07	19
2.19095e-07	19
2.23489e-07	19
2.25268e-07	19
2.27304e-07	19
2.30097e-07	19
2.37879e-07	19
2.38463e-07	19
2.38918e-07	19
2.39108e-07	19
2.43012e-07	19
2.50606e-07	19
2.52562e-07	19
2.53284e-07	19
2.61422e-07	19
2.65827e-07	19
2.6632e-07	19
2.68136e-07	19
2.68832e-07	19
2.70358e-07	19
2.73637e-07	19
2.74313e-07	19
2.83494e-07	19
2.90195e-07	19
2.9218e-07	19
2.9241e-07	19
2.92955e-07	19
3.02025e-07	19
3.07122e-07	19
3.08546e-07	19
3.09693e-07	19
3.14644e-07	19
3.23649e-07	19
3.40708e-07	19
3.40932e-07	19
3.41534e-07	19
3.43169e-07	19
3.50039e-07	19
3.5216e-07	19
3.62339e-07	19
3.64755e-07	19
3.6608e-07	19
3.68526e-07	19
3.71654e-07	19
3.74441e-07	19
3.81161e-07	19
3.92755e-07	19
4.00438e-07	19
4.13936e-07	19
4.20376e-07	19
4.27999e-07	19
4.28813e-07	19
4.36867e-07	19
4.3927e-07	19
4.42124e-07	19
4.4686e-07	19
4.49926e-07	19
4.6191e-07	19
4.95054e-07	19
5.02112e-07	19
5.06237e-07	19
5.09041e-07	19
5.30283e-07	19
5.42774e-07	19
5.44225e-07	19
5.62822e-07	19
5.65532e-07	19
5.72332e-07	19
5.80583e-07	19
5.83945e-07	19
5.89715e-07	19
6.07701e-07	19
6.09269e-07	19
6.12655e-07	19
6.13582e-07	19
6.16764e-07	19
6.19936e-07	19
6.22168e-07	19
6.39077e-07	19
6.4024e-07	19
6.4256e-07	19
6.53512e-07	19
6.65926e-07	19
6.87364e-07	19
6.92488e-07	19
7.02023e-07	19
7.29126e-07	19
7.3036e-07	19
7.31346e-07	19
7.47202e-07	19
7.47902e-07	19
7.63462e-07	19
7.66284e-07	19
7.72907e-07	19
7.85999e-07	19
8.02134e-07	19
8.10616e-07	19
8.16485e-07	19
8.17711e-07	19
8.21311e-07	19
8.29708e-07	19
8.33976e-07	19
8.34313e-07	19
8.45943e-07	19
8.48005e-07	19
8.63625e-07	19
8.73204e-07	19
8.82458e-07	19
8.83907e-07	19
8.94042e-07	19
8.94944e-07	19
8.94948e-07	19
9.13548e-07	19
9.31278e-07	19
9.31726e-07	19
9.35745e-07	19
9.36665e-07	19
9.52467e-07	19
9.55942e-07	19
9.59804e-07	19
9.61441e-07	19
9.75642e-07	19
9.77709e-07	19
9.79202e-07	19
9.81654e-07	19
9.97816e-07	19
1.00716e-06	19
1.02938e-06	19
1.03008e-06	19
1.03049e-06	19
1.049e-06	19
1.06212e-06	19
1.07806e-06	19
1.0933e-06	19
1.09739e-06	19
1.10945e-06	19
1.11361e-06	19
1.11591e-06	19
1.12295e-06	19
1.13648e-06	19
1.13677e-06	19
1.16486e-06	19
1.16565e-06	19
1.18416e-06	19
1.22742e-06	19
1.23129e-06	19
1.2352e-06	19
1.31263e-06	19
1.31408e-06	19
1.31746e-06	19
1.33998e-06	19
1.34828e-06	19
1.35496e-06	19
1.35695e-06	19
1.37572e-06	19
1.37759e-06	19
1.37762e-06	19
1.40038e-06	19
1.40473e-06	19
1.40781e-06	19
1.41174e-06	19
1.45288e-06	19
1.45386e-06	19
1.45525e-06	19
1.48857e-06	19
1.49727e-06	19
1.51742e-06	19
1.5554e-06	19
1.59899e-06	19
1.69195e-06	19
1.70355e-06	19
1.8157e-06	19
1.84444e-06	19
1.98146e-06	19
2.00218e-06	19
2.01338e-06	19
2.04608e-06	19
2.11617e-06	19
2.13107e-06	19
2.13109e-06	19
2.14039e-06	19
2.16036e-06	19
2.16098e-06	19
2.27461e-06	19
2.33555e-06	19
2.33799e-06	19
2.37604e-06	19
2.51544e-06	19
2.53556e-06	19
2.53557e-06	19
2.61516e-06	19
2.61787e-06	19
2.65273e-06	19
2.6746e-06	19
2.74338e-06	19
2.7456e-06	19
2.81341e-06	19
2.87332e-06	19
3.14941e-06	19
3.23825e-06	19
3.25044e-06	19
3.36412e-06	19
3.39262e-06	19
3.42669e-06	19
3.85885e-06	19
3.9959e-06	19
4.12995e-06	19
4.31691e-06	19
4.48321e-06	19
4.6733e-06	19
4.7061e-06	19
5.01726e-06	19
5.02945e-06	19
5.06014e-06	19
5.15893e-06	19
5.35743e-06	19
5.48638e-06	19
5.78634e-06	19
6.10359e-06	19
6.11248e-06	19
6.12027e-06	19
6.39662e-06	19
6.51242e-06	19
6.57463e-06	19
6.66258e-06	19
6.67006e-06	19
6.85862e-06	19
6.88954e-06	19
6.92497e-06	19
6.9701e-06	19
7.03842e-06	19
7.17065e-06	19
7.21857e-06	19
7.34154e-06	19
7.3471e-06	19
7.43044e-06	19
7.4586e-06	19
7.50202e-06	19
7.54676e-06	19
7.65851e-06	19
7.91346e-06	19
8.17431e-06	19
8.28183e-06	19
8.45169e-06	19
8.70004e-06	19
8.72479e-06	19
8.91224e-06	19
9.02774e-06	19
9.27605e-06	19
9.30754e-06	19
9.42592e-06	19
9.7148e-06	19
9.81111e-06	19
1.0182e-05	19
1.02228e-05	19
1.03314e-05	19
1.05143e-05	19
1.06375e-05	19
1.06739e-05	19
1.07147e-05	19
1.07345e-05	19
1.09933e-05	19
1.11004e-05	19
1.11768e-05	19
1.12052e-05	19
1.14414e-05	19
1.1478e-05	19
1.16932e-05	19
1.17876e-05	19
1.1963e-05	19
1.22079e-05	19
1.25789e-05	19
1.26203e-05	19
1.28378e-05	19
1.28601e-05	19
1.29951e-05	19
1.30324e-05	19
1.31858e-05	19
1.32546e-05	19
1.34359e-05	19
1.34759e-05	19
1.34899e-05	19
1.38734e-05	19
1.39227e-05	19
1.41205e-05	19
1.41699e-05	19
1.42977e-05	19
1.43758e-05	19
1.45961e-05	19
1.46339e-05	19
1.47742e-05	19
1.4807e-05	19
1.48894e-05	19
1.49774e-05	19
1.51255e-05	19
1.54024e-05	19
1.54875e-05	19
1.5642e-05	19
1.56542e-05	19
1.59045e-05	19
1.59533e-05	19
1.59998e-05	19
1.60728e-05	19
1.63382e-05	19
1.67466e-05	19
1.67672e-05	19
1.68252e-05	19
1.68295e-05	19
1.69066e-05	19
1.69202e-05	19
1.73144e-05	19
1.73383e-05	19
1.75297e-05	19
1.75653e-05	19
1.76479e-05	19
1.76971e-05	19
1.81054e-05	19
1.82905e-05	19
1.83068e-05	19
1.83134e-05	19
1.84757e-05	19
1.87882e-05	19
1.88336e-05	19
1.93522e-05	19
1.93534e-05	19
1.97853e-05	19
2.01779e-05	19
2.03384e-05	19
2.04334e-05	19
2.05335e-05	19
2.06926e-05	19
2.07017e-05	19
2.10059e-05	19
2.10278e-05	19
2.11391e-05	19
2.1233e-05	19
2.12373e-05	19
2.1294e-05	19
2.16401e-05	19
2.1819e-05	19
2.1822e-05	19
2.20347e-05	19
2.22293e-05	19
2.24302e-05	19
2.2454e-05	19
2.26105e-05	19
2.28502e-05	19
2.30861e-05	19
2.34088e-05	19
2.37365e-05	19
2.41652e-05	19
2.45493e-05	19
2.5112e-05	19
2.52441e-05	19
2.53788e-05	19
2.56385e-05	19
2.56834e-05	19
