1.66362e-10	16	47	22	42
1.91931e-10	16	47	22	42
2.0984e-10	16	46	22	42
6.44264e-10	16	45	22	42
6.99884e-10	16	45	22	41
1.56397e-09	15	45	22	41
1.7247e-09	14	45	22	41
1.80437e-09	14	44	22	41
1.8954e-09	14	43	22	41
2.28098e-09	14	43	22	40
2.34872e-09	14	42	22	40
3.4575e-09	14	42	22	40
3.63202e-09	14	42	21	40
3.7753e-09	13	42	21	40
5.34562e-09	13	42	21	39
6.6815e-09	13	41	21	39
1.39148e-08	12	41	21	39
1.67082e-08	12	41	21	39
1.71845e-08	12	41	21	39
2.49695e-08	12	41	21	39
2.52613e-08	12	41	21	39
2.82303e-08	12	41	21	39
3.29642e-08	12	41	21	38
4.24072e-08	12	41	21	38
4.28455e-08	12	41	21	38
4.76243e-08	12	41	21	38
4.78918e-08	12	41	21	38
5.40245e-08	12	41	21	38
5.59557e-08	12	41	21	38
5.76683e-08	12	41	21	38
6.21212e-08	12	41	21	38
6.60623e-08	12	41	21	38
6.77633e-08	12	41	21	38
6.8275e-08	12	41	21	38
7.13566e-08	12	41	21	38
7.22418e-08	12	41	21	38
7.58e-08	12	41	21	38
7.65787e-08	12	41	21	38
7.69559e-08	12	41	21	38
7.74456e-08	12	41	21	38
7.76895e-08	12	41	21	38
7.83022e-08	12	41	21	38
8.03598e-08	12	41	21	38
8.05869e-08	12	41	21	38
8.1397e-08	12	41	21	38
8.4513e-08	12	41	21	38
8.6936e-08	12	41	21	38
9.17978e-08	12	41	21	38
9.29325e-08	12	41	21	38
9.62065e-08	12	41	21	38
1.03062e-07	12	41	21	38
1.09615e-07	12	41	21	38
1.09641e-07	12	41	21	38
1.10963e-07	12	41	21	38
1.16644e-07	12	41	21	38
1.17144e-07	12	41	21	38
1.17347e-07	12	41	21	38
1.23006e-07	12	41	21	38
1.25245e-07	12	41	21	38
1.32405e-07	12	41	21	38
1.37292e-07	12	41	21	38
1.41986e-07	12	41	21	38
1.42187e-07	12	41	21	38
1.47202e-07	12	41	21	38
1.52562e-07	12	41	21	38
1.5483e-07	12	41	21	38
1.57276e-07	12	41	21	38
1.59953e-07	12	41	21	38
1.6044e-07	12	41	21	38
1.64398e-07	12	41	21	38
1.73252e-07	12	41	21	38
1.75005e-07	12	41	21	38
1.97811e-07	12	41	21	38
2.04825e-07	12	41	21	38
2.07462e-07	12	41	21	38
2.13382e-07	12	41	21	38
