3.58241e-11	16	47	22	42
6.67873e-11	16	47	21	42
7.27602e-10	15	47	21	42
7.35136e-10	14	47	21	42
1.68349e-09	14	47	21	41
2.05616e-09	14	47	21	40
3.09993e-09	13	47	21	40
3.65002e-09	13	46	21	40
3.91165e-09	13	46	21	39
4.08952e-09	13	45	21	39
4.49646e-09	13	45	21	39
6.86417e-09	13	45	20	39
7.28966e-09	13	44	20	39
7.38046e-09	13	44	20	39
7.68087e-09	13	44	20	38
8.82445e-09	13	43	20	38
1.07092e-08	13	43	20	38
2.35738e-08	13	43	20	37
3.05115e-08	13	43	20	37
3.05608e-08	13	43	20	37
4.0436e-08	13	43	20	37
4.36928e-08	13	43	20	37
5.38294e-08	13	43	20	37
6.65695e-08	13	43	20	37
6.81135e-08	13	43	20	37
7.02917e-08	13	43	20	37
7.21432e-08	13	43	20	37
7.22784e-08	13	43	20	37
7.94314e-08	13	43	20	37
8.4805e-08	13	43	20	37
8.73487e-08	13	43	20	37
9.86756e-08	13	43	20	37
1.02051e-07	13	43	20	37
1.09664e-07	13	43	20	37
1.11202e-07	13	43	20	37
1.31728e-07	13	43	20	37
1.34319e-07	13	43	20	37
1.39998e-07	13	43	20	37
1.5251e-07	13	43	20	37
1.55042e-07	13	43	20	37
1.55503e-07	13	43	20	37
1.65133e-07	13	43	20	37
1.68482e-07	13	43	20	37
1.73177e-07	13	43	20	37
1.73321e-07	13	43	20	37
1.7603e-07	13	43	20	37
1.7891e-07	13	43	20	37
1.89381e-07	13	43	20	37
1.90802e-07	13	43	20	37
1.96645e-07	13	43	20	37
1.96876e-07	13	43	20	37
2.00724e-07	13	43	20	37
2.00809e-07	13	43	20	37
2.02724e-07	13	43	20	37
2.12697e-07	13	43	20	37
2.20249e-07	13	43	20	37
2.27713e-07	13	43	20	37
2.27811e-07	13	43	20	37
2.5421e-07	13	43	20	37
2.54942e-07	13	43	20	37
2.5702e-07	13	43	20	37
2.68496e-07	13	43	20	37
2.74021e-07	13	43	20	37
2.75617e-07	13	43	20	37
2.90657e-07	13	43	20	37
2.94315e-07	13	43	20	37
